generation,rank,stage,fitness,mean_score,std_score,mean_steps,mean_max_tile,rate_2048,rate_4096,rate_8192,w_lost_penalty,w_empty,w_merges,w_monotonicity,w_sum
6,1,full,24703.438417,87390.500000,33582.748722,3835.000000,5376.000000,1.000000,0.875000,0.375000,200000,362.431564088,780.039157848,50.383196383,8.40037906778
6,2,full,15727.913020,79443.000000,34984.018566,3563.125000,4864.000000,1.000000,0.875000,0.250000,200000,343.311043432,820.774225981,43.0569738978,8.14653024627
6,3,validation,185.792514,65966.400000,26092.482976,3072.100000,3891.200000,1.000000,0.700000,0.100000,200000,362.431564088,780.039157848,50.383196383,8.40037906778
6,4,full,-5951.938295,60357.500000,39701.584348,2839.500000,3328.000000,1.000000,0.375000,0.125000,200000,291.464587996,869.258608472,65.5537588214,8.96147966753
6,5,full,-13537.614452,52593.000000,18260.392192,2503.375000,3328.000000,1.000000,0.625000,0.000000,200000,308.744780997,861.149720903,45.8277939648,8.5162847585
6,6,fast,-14845.181238,31854.666667,11551.061981,1675.333333,1706.666667,0.666667,0.000000,0.000000,200000,358.624866631,586.509680956,40.5558811274,8.38065476748
6,7,fast,-15387.746909,30480.000000,19946.012200,1488.000000,2389.333333,0.666667,0.333333,0.000000,200000,393.790455603,896.717102508,51.5730484822,8.27531996079
6,8,fast,-15718.301884,30818.666667,3407.094298,1615.333333,2048.000000,1.000000,0.000000,0.000000,200000,344.72863369,822.781529464,48.4641992294,8.24148707052
6,9,full,-16319.507805,50605.500000,20480.059857,2462.125000,2816.000000,1.000000,0.375000,0.000000,200000,374.070893313,836.24390909,50.1758495203,8.29139745507
6,10,fast,-18789.964634,27868.000000,9456.898434,1500.333333,1706.666667,0.666667,0.000000,0.000000,200000,347.793109255,820.774225981,43.0569738978,8.14653024627
6,11,fast,-20726.065481,26030.666667,14395.274163,1380.333333,1536.000000,0.666667,0.000000,0.000000,200000,292.886397912,893.824507214,51.7341723094,9.22001511379
6,12,fast,-21246.614911,25450.666667,11422.745652,1365.666667,1706.666667,0.666667,0.000000,0.000000,200000,346.969253139,764.796318067,42.7813404808,8.27427597823
6,13,fast,-29328.509597,17274.666667,6717.479951,980.333333,1194.666667,0.333333,0.000000,0.000000,200000,331.552891927,812.354333352,46.5925513848,8.71786660877
7,1,full,36000.631426,86883.000000,29700.750344,3914.000000,4608.000000,1.000000,1.000000,0.125000,200000,381.144321067,886.131689632,52.7939485682,8.27273079495
7,2,validation,29032.395796,69180.800000,31745.095032,3140.100000,4300.800000,1.000000,0.700000,0.200000,200000,381.144321067,886.131689632,52.7939485682,8.27273079495
7,3,full,13461.011411,65468.000000,29681.751094,3005.375000,3840.000000,1.000000,0.625000,0.125000,200000,357.869605615,825.522646781,41.7318894958,8.25722766351
7,4,full,7058.945786,59381.500000,14210.032363,2794.250000,3584.000000,1.000000,0.750000,0.000000,200000,363.029189583,746.849019503,48.8701629686,8.3975726707
7,5,full,121.907217,52990.000000,22736.960835,2521.250000,3200.000000,0.875000,0.625000,0.000000,200000,343.377307439,821.86838381,45.7013180006,10.2942309177
7,6,fast,-5063.549152,35348.000000,19914.169696,1769.333333,2389.333333,0.666667,0.333333,0.000000,200000,334.313806097,889.216173441,54.6477767949,9.06628771228
7,7,fast,-6307.319796,34233.333333,26369.368559,1721.333333,2048.000000,0.333333,0.333333,0.000000,200000,345.940831912,659.057400508,44.2726382779,8.40471172486
7,8,fast,-6665.908971,33622.666667,13765.493994,1684.333333,2389.333333,0.666667,0.333333,0.000000,200000,363.427727074,829.429459686,44.5491909999,8.43805729539
7,9,full,-7554.986749,46348.500000,18256.659107,2316.375000,2560.000000,1.000000,0.250000,0.000000,200000,322.875204367,758.465061592,67.9793276185,8.80362217566
7,10,fast,-9200.466375,31920.000000,5360.030846,1685.333333,2048.000000,1.000000,0.000000,0.000000,200000,343.311043432,820.774225981,43.0569738978,8.14653024627
7,11,fast,-11470.150572,28924.000000,19044.240704,1422.000000,2133.333333,0.666667,0.333333,0.000000,200000,343.311043432,832.444020261,43.0569738978,8.14653024627
7,12,fast,-20893.426658,20270.666667,7541.378359,1102.666667,1365.333333,0.333333,0.000000,0.000000,200000,362.923063699,775.888940787,42.626704277,7.74178977692
7,13,fast,-23722.065663,17545.333333,12706.661910,966.666667,1109.333333,0.333333,0.000000,0.000000,200000,362.431564088,780.039157848,50.383196383,8.40037906778
8,1,full,33484.197157,86703.500000,41968.366537,3869.125000,4864.000000,1.000000,0.875000,0.250000,200000,354.554761538,800.537950377,41.1437746442,11.214963378
8,2,full,26799.759471,80818.500000,31940.250840,3667.250000,4352.000000,1.000000,0.875000,0.125000,200000,385.453182507,856.256962496,47.9703199986,8.28327553703
8,3,full,24054.449843,77707.500000,44905.732259,3458.250000,4608.000000,1.000000,0.750000,0.250000,200000,372.598925993,705.612544975,52.557674188,8.2560481919
8,4,validation,18464.955856,72594.400000,28824.722067,3332.700000,4096.000000,1.000000,0.800000,0.100000,200000,354.554761538,800.537950377,41.1437746442,11.214963378
8,5,full,13982.181185,68757.500000,32269.165154,3173.875000,3840.000000,1.000000,0.625000,0.125000,200000,388.434312257,893.253350579,41.8353040815,8.26284193752
8,6,full,6476.416251,61573.500000,17107.411837,2903.375000,3584.000000,1.000000,0.750000,0.000000,200000,379.555752209,887.312838202,41.5905379224,8.36479417583
8,7,fast,-11390.767144,34605.333333,1743.101705,1771.666667,2048.000000,1.000000,0.000000,0.000000,200000,343.377307439,821.86838381,45.7013180006,10.2942309177
8,8,fast,-13515.562311,31816.000000,18516.193417,1567.666667,2389.333333,0.666667,0.333333,0.000000,200000,357.869605615,825.522646781,41.7318894958,8.25722766351
8,9,fast,-13712.686233,32324.000000,3772.389517,1659.000000,2048.000000,1.000000,0.000000,0.000000,200000,386.396927135,835.200808047,49.3886384892,7.51698068307
8,10,fast,-17254.338548,28941.333333,11721.671932,1539.000000,1706.666667,0.666667,0.000000,0.000000,200000,322.798088331,834.914490399,43.8939746259,8.35810604918
8,11,fast,-27472.129972,18602.666667,5677.909788,1016.333333,1365.333333,0.333333,0.000000,0.000000,200000,368.89581545,940.811428998,53.9703406702,7
8,12,fast,-32674.565181,13465.333333,8933.003576,769.000000,1024.000000,0.333333,0.000000,0.000000,200000,381.144321067,886.131689632,52.7939485682,8.27273079495
8,13,fast,-32674.565181,13465.333333,8933.003576,769.000000,1024.000000,0.333333,0.000000,0.000000,200000,381.144321067,886.131689632,52.7939485682,8.27273079495
9,1,validation,20360.123923,68876.400000,25456.588708,3186.500000,3993.600000,0.900000,0.800000,0.100000,200000,365.573781067,865.602234132,41.5276808019,12.9435203547
