generation,rank,stage,fitness,mean_score,std_score,mean_steps,mean_max_tile,rate_2048,rate_4096,rate_8192,w_lost_penalty,w_empty,w_merges,w_monotonicity,w_sum
9,9,fast,33907.997961,29172.000000,18613.374116,1488.666667,2048.000000,0.333333,0.333333,0.000000,210700.141124,503.687181831,1387.93078638,127.270434461,28.632077261
9,10,fast,33339.167912,27030.666667,20496.641763,1314.666667,2218.666667,0.666667,0.333333,0.000000,216743.269473,647.687746532,1387.98190914,125.244278018,21.0750679803
9,11,fast,32285.876569,29489.333333,10735.801952,1561.666667,1706.666667,0.666667,0.000000,0.000000,240507.133684,523.105411977,1193.58034063,126.433137748,25.5469701554
9,12,fast,27862.201901,25000.000000,9422.628650,1325.000000,1706.666667,0.666667,0.000000,0.000000,185002.208107,570.669782489,1490.84621618,112.948721632,31.2529135032
9,13,fast,21587.657960,20640.000000,14380.174130,1146.333333,1194.666667,0.333333,0.000000,0.000000,239933.050343,509.954579476,1422.91981151,135.385448226,36.8947721014
9,14,fast,21580.911285,20316.000000,8035.107633,1119.333333,1365.333333,0.333333,0.000000,0.000000,212492.338147,531.506425158,1383.76103101,119.257704665,32.9964401576
9,15,fast,20262.124916,18753.333333,3157.501685,1038.333333,1365.333333,0.333333,0.000000,0.000000,207939.937097,638.524726075,1564.95779382,137.701085683,36.7887876619
9,16,fast,17968.808429,16862.666667,11210.498096,934.666667,1109.333333,0.333333,0.000000,0.000000,259653.785083,474.225289442,1324.12959783,145.851299343,26.1101435951
10,1,full,74113.742680,62033.333333,18391.813058,2960.333333,3413.333333,1.000000,0.666667,0.000000,218342.768649,599.344966053,1370.83045834,120.802377803,20.5729608212
10,2,full,72998.274881,61354.666667,27127.835708,2874.000000,3413.333333,1.000000,0.666667,0.000000,251023.155139,581.213403781,1797.39757934,120.451790273,30.2760044049
